"Strings","ECC_signed"
"Hustle","b'0E\x02 Q)\xd0\xb03\r\xcc\xcd\x8b!\xb0\xe3\xc1\x1c\xd4\xae\xec\xb4q\xa3\x95\xa46\xad\x98\xb1x0l/\xdb\x10\x02!\x00\x9a\xe2\xa0\xe3\x13S\x91\xd4n\x80\xa3=\x83c\x1f\xe6\xf8\xa7K1\xb4\xceV C>qH\xc0?\xe5\xc3'"
"Conquer","b'0D\x02  B\xd7YeL\xb2\xb7u\x0b\x1a9\x99\x99\x15\xc8\xe1x\x01\xf6\xc6\x02\x83k\x9b\x1f\\0j\x88l\x10\x02 ~P\xc2\xe3\xd2\xdf\x00\x85\xe8P>\xce\xf8\xf8A""!\x822\xa6\xbc\xa87\x0f\xf4C!\x00\xc1eh\xe2'"
"Imagine","b'0E\x02!\x00\x8e\xcd\xf8n:\xa6S\xec\xa7\xff\xfa\x10\xe9\x15\x7f\x1f\x10\x8a\x13*j8C\x14;%\xa2\xdd\x83\xf3S\x08\x02 ""\x88\xbf~\xff&b\x0f\x01\xe4;Q\xa0k\xf0\x8c\x82\xa3\xf2\xa9\x1esED\x16\x196Y8~\x12v'"
"Explore","b'0F\x02!\x00\xcaFp\x80<\xf5\xe1\xea&cY\xf7\xb8\xd0\xe5\xb8\x15\xd4U\xe9\xa2\xe9S;\xef\nQ\x0c\xab\x93\xc6\x8e\x02!\x00\x9f\\s\xb4\xf8\xab\xcb\xff""I\xa0\xe0\xa2\x0f*lr\xed\x98\xc3\xa1\x9b\x11\x9c\x07Y\xf57\x08\x8d\xd5\x8f'"
"Improve","b'0F\x02!\x00\xf5\xa2\xc9\xdc\x15(\xfa\x94\x06\xc7\x1e\xedM\xc2N\xfa[4Y\xe8\xed%;\x0b+Gn\x1b\x0c,\xd4\x15\x02!\x00\x9b=\xf8\x1ah\xfe}|\xda\x9bj\xc2nV\x99\xa1\xeb\xa1l8\xe7\x1f&\xbeV`)\xcd\xaa\x7f\xf6_'"
"Love","b'0F\x02!\x00\x95\xd7\x18\xeb\x0b\xfc\xce\xc8\xb7\x81\xc2C\\Oxt,\x8c\x0b\xb97\xe9\x8dZ\xfd\xed\xb7\xdb\xa5(\x0c\xfb\x02!\x00\xffn^\x1c(\xc7&\xb3475\xec\xed\xf3\x16\xf4UZ-\xbe\xf2x}U\xf5\x8c""\xc5\xec,\xbd\x80'"
"Thrive.","b'0E\x02!\x00\x93\xdf\t4\x0b\xaf\x93\xea\x12\x9at\xc5\xe4.F\xeb\xdb`\x1dO2\x8e\xcd\x97\xf3B\xc8H\xbe\\k\xbb\x02 \x0b\x01(n\xa4\xc2\xd3\x13]\xb0\xe0w\x87\x9f\x86\xde\xa3s+e\xfc\x19#\x08\x1ac\xadD\xc4dR\xa9'"
"Endure.","b'0F\x02!\x00\xee5>%\xd2I\xcdDu\xc3\xdeT(\x8d1[/\x9aQ\xf8T\xe6\xa06b\xf0\x16+)8\x8c\xf8\x02!\x00\xee#\xb1\xd7\x07 {\xc8\x9a\x83}\x8d\xc3\x12qE;\xd4&p\xea\x9b$\x87n\xb2RXl,U\x03'"
"Overcome.","b""0E\x02!\x00\xbei\x92\x12\x98Ij\xd9\xe8\xd7-\xc8&\xff\xc8!\xf2N\x91\xd7\xf99\x00\x02\xdd\xaf\x02\xd1\xb8\n\xc3\x99\x02 2\xe8\x1dL\xae\xb8\xeb\x08_'\x8f\xea\x92\xf6\x95\xf7\x05\x1dQ=W\xafA\xbc\x06q\x9aU\xb3\x9a\x17S"""
"Push.","b'0E\x02 pS\xb0\xb6\x0c\x91\xb1\t\x99\x1el\xb1\xde\xe2y\xcc}\xa6\x7f\xc8\x18\xb1\xee\xa30\x8f\xc7+\xce\xf6\xe9\xe1\x02!\x00\xc1\xea\xb4g\xae\x03\x97\x1f\xe7-\xa8f<f\xcf\xac\x02j\xaf\x13\xcd~\xff\\e\x88\x9f1\x8a\xfc\x08\xed'"
"Strive.","b'0E\x02!\x00\xea\xcdn\xee\x9e\x95%\x82\xaaM|\x99b8U\xe4a\xf0B\xe9]V\xb4K;{ew\x12\xac!W\x02 b\x1e\xb2J3\x88O\x1c&0\x11\x1b\x0c]^:\xc1\xbf\xa1\x8c\xadF\x06j\x1a\xa7\t\xf7F\x13\xcc['"
"Rise.","b'0D\x02 ~\x87\xbcb\x1b\x12\xb54\xc2\x07)\x03!\xb8*\xb9\x17\xb0D>\x15\xbf[\x8f\xacW\x97\x84\xbfLO=\x02 V\x13|<\xc1\xbc\xa6\xe1\xdb9\xd1\x0e\xad\x89\x9d\x946Z`\xe1\xf5D?\x0cz\xe1\xbe\xe6\xdf1L\xdd'"
"Fearless.","b'0E\x02 ,w2\xfd\x9e\x14\x04\x1f\x8dz?\x87\xc2\xe2K\x88B\xdd\xeb\xf3\x8a\xf9S\x95\xc0y\x13\x84w\tO7\x02!\x00\xfe=\xb5*\x15\\l\r\xf8\x80\x90\xab\xfc\x11\x7f\x92\xc6\xe3\xa4\x8a\xffB<\xc2\xcf\xcb\x9d \xc2\xbd\x17\x94'"
"Bold.","b'0E\x02!\x00\x85\x9fn\x10\t-cq\xd2`\xbf\xbc\x8c\xbd\xde\x96\xd5\xf3\x03\xec\xf2aV\x04_\x01G(Q\xb6\xe3%\x02 \x17\x8d\xe9\xc7ds+\x9f\xfa\x0c^=y\xc5$\x99\xd0_\x00\xe2\x92+\x9dP`\xdc\x819\xe4\x9e\x94\t'"
"Brave.","b'0D\x02 ""_-r\x1a|&\xc5\x8cdG\xc9\xc8iZ\xccE\x94\x10$]\x9blm\xee\xd1d\n\x1d;~\xd5\x02 )\xd6\xa7<\xde\x06F6%\xa8%F\xb1\xf1_\xbb\xa90\xad\xe6\x96x\xebdF\xa7\xcb8U\xda\xc8\x0e'"
"Victory.","b'0E\x02 /\x01\x889K\x97\xefg\xa7^\xb05\x84T\xe3h\x8e\xd4\xa8}8\x81\xb2%\xe6\xe8%\x13\xf2\xb0\x92O\x02!\x00\xf2\xaa\t\xae\xcd\x95\xac\xd6g\x9b\xb9R\x8bi\xe4F\x82\xb5\xefM\xc4$L\xa5x9JD\xb19W1'"
"Relentless.","b'0E\x02 rg\xe5\xf7?jD\xbd\xb8\x9c\xda\x96[\x9f\xc8\xb6\x1f\xa3k\xea\xdc\x0e\xfd\xacL2I%\x97\xc9~\x93\x02!\x00\xb4\xb7\xae\xf7h\xa6O\xa4\x92\xfc\xae\xc8m\xbbJAHQoOK\x04\x89\x85\xce\x83E\xfd\xa6\xaeQ\x13'"
"Unstoppable.","b'0D\x02 j\x0fJ\x89\xb1\x17\x90\xadU\xa0\xba\x93\xdd\xd8\x91*\'\xdb\xf6\n\xe9""\x00>\xed!\xaa\xab~\xa0}\x83\x02 \x0b\xb6\x11\xc8\xe9V\xc8~\xdcY\x08\x15\xc2\xa8#\x05\xb8\xbb\x86\x07\x82\xeb\x87X\x9a]\xf2m\n#\xc2\xe3'"
"Freedom.","b'0D\x02 \x14\xfe\xa4\xcd+\xe1\x16\x89\x11\x1a\xef.\x88\xd5\x94\xd3\x13\xf6\xcb\xcf@i\xd3\xa0\xe2\x8e-\xaa\x88\xf93Q\x02 *\x14\xdb\xd6\xc6&\xcewX\xad\x12\x7f\xb5D\xe3\xf1\x85\xcf\x80\xea\x0e\x95\xf6\x15\x0c\x15\xd5\xe0D\x80q\x15'"
"Limitless.","b'0D\x02 \tU1!\x85\xf2\x96\x08\xf7\x92w\xe6\xe8;OF\xd7\xfffC\x00\xd4\xff\x1c\xfa\x82$oN(2\xba\x02 BP5\x96/\x0c\x8b\xb3\xe0\xe2\x8a\x15[nNNT\xd3\xcf\xfc\x0e\xba\x1co\x053\xa2\xd6K%\xe9r'"
"Unbreakable.","b""0E\x02!\x00\xb0\xb2\x1f\xb2\x1b,b.\xb4\x15KF\xd8\xbeqR\t\xac\xdb\xf0\xa11\xaf(\x89\x11\xc2*%\x88i'\x02 [\xb5hf\x19l\xf2\x98v\xbeV\xd7\x0b\xa0V&\x0c\x88**I \xc0n\xeb&\x13\x1f{\x04\xcdC"""
"Resilient.","b""0F\x02!\x00\xd3t\xa9s\xce\x98)\xb0Py\xc1\xe9\x83\x00\xda\xa1\xd1,\x96\x19\xfa&\xd4\x8e\xae'\xfd\xde\x91b\xc0\xc7\x02!\x00\xac\xd8.\xbdd\x9d@\xa3\xc6\xcb\xcd\xf7\xf2\xbe\x10]\xce6\xef\xcft\xd6\xf2\x1a\xdf\xa7\xf4\x83\x8fb\x91a"""
"Elevate.","b'0E\x02!\x00\xed\xb3*\xb8\xd9c\x86\x927\xd3\x9a\xa53\x16\x98\xa3\x02\xfc\xa6\xf8\x9d$H0\xbaF\xdd\x0f\x92*\xd7$\x02 x\xd7\xa6\x85\x02\x0e^C-=\xdc\xf1\xa1> \xd4\x94H-\x0c]7x\xcei9\xe7\xb4la\xa7\x8d'"
"Dominate.","b'0E\x02 w9\xb7\x86\x9b\xf6\x83jC\xe8zI\x18\x96_~\xc2{\x0e]\x89yl\t\xa8St*\xd1\xd9\x1f\x11\x02!\x00\xc8Wz\x90\t\xdc\x04\x980\xf3\xc5Gz\x7f\xdc|\x93\x96`\x89\xf2\x8e\xcb\xa8\xb5\x0c\x9f\xb5\xc0\x98\x06\x05'"
"Excel.","b'0F\x02!\x00\xae\x93]\x19\xf0\xc7\x06v\xe7\x8d\x9c\xf5\xc0\xac\xa81\xf4\xe83A\xe1\xb9\xb8V\x90\x13\xe6\xa4\xe3U\xf1m\x02!\x00\xf1URY\x93\n\xc9\x8b*\x86#\x99\\\xdbs\xc5$-\xc5\xde7\x8b\x8f\x02<\xcbM\xb1\xcf8\xec\x95'"
"Innovate.","b'0D\x02 \x1a7\xc9\xb3&\xe2\xae2\x02\x08\xae<\x8b\x83\xb0R\xfe\xf2-\xb3mO\x95\xb5\xdd\xa1\x17;\xf8\xab\xcb\x0c\x02 \x16\xf8\x044@T\xa6Y?\x80k\x18\x01|\r\xcf\xc5\xa6L\xadQ\xf57\xf1/\xb8\x0c""\xcd\xba5\x0f'"
"Encourage.","b'0E\x02!\x00\x9e@\x9a\x9a\xfb\r\x86CD\x1a!\xe5\x93\x1f\x97\xad3\xb9|};\x84v \xb1l\xb3`]\xd9]?\x02 \x1c8E\x81\xb7\x86A\xbb\xa5\xe7,\x01\x8a\xed?\xcby \xc5]\xda}[\xb2/p\x06\xc3;U\xd8""'"
"Motivate.","b'0E\x02!\x00\x8e\xd9\xcc\xc9\xa4u\xf1=\xfbU\x02\xcc\xe9\xf3b\x0f,\xa6\x9c\xa2?\x9e\xed\xe4\x1c\xceQ\xc1\x95+\xd1z\x02 n\xe2\xbfk\x02\xaf\xcfe5\xe7fZ\x17\x1c\x0c\xe2\x92\xe4-\x17\x11\x86G\xa6\xe9p\xd5.\x16&\x0e\x12'"
"Strengthen.","b'0D\x02 >Y<r\x8e\x00u#\x96\x9f|\xc6\x07H\x10\xea\xe3\x00\xebc\x96}\xa7;\xe3\xba\xce\x84\\\xd8\x9bs\x02 /\xf0Q\xee\xd0/`\x93\xb9\x12\xa9iZAS\xde\xd6\\\xa4\xb61F+\x96\x84\x92\xb1\x01\xd7\x0c(\xf9'"
"Transform.","b'0E\x02!\x00\xb7\xc6\xd4^\x17ZJ/\x9b\xc5^zF\xec\xa2s\xf06\xce\xd2\xfd\xa1\x8eg\x04)\xfe6\x00[\xdbJ\x02 \x01\x81\xa6\xa2)*\xe36\x93\xe3\x9a\xd2N\x13\xcf.\rq\x84\xc7\x91c>\x97e\x9b3\xd7\xd4\xac\x1d?'"
"Evolve.","b'0E\x02 Z\xd1\xc5\xb4\x80\xfa\x81}O5\x0c\xa9\xeb\x1e\x8d\xac\x8f\x98\x8d2p29.\xa7@gW\xe1uS\xa8\x02!\x00\x9f\x7f s\x0c\x1b\xa2\x1a\xe6w[g7~\t\x9d\x1btY\xab\xa4\xa8\x19w\x9eow(\xdb\x05\xb2\xb6'"
"Ignite.","b'0E\x02!\x00\x88\xde\x04;\xcc0\xc27H\xe6\x98/\xb5:^\xcan\x93\xa2@X\xf6\x06$\xd7\xf6\x80VL\xc2\x12\x02\x02 r\xe9\x01/f\x03h3Q\xb6g\xce\xf3\xf3X\xf1\x07\x81\xa37\xe2\xa8F\xfd\x98\x18\xd3\xb4\x93\xfa\xc7Y'"
"Radiate.","b'0F\x02!\x00\xcfx\xec4\xb7\xba""\x85\xbe\xe47a\xa1,\n\x9b\xc7t\xabc^\xa60\x81\xf6\x94\xb3r\x10\xd5\x80d\x02!\x00\x8f\xe3&\xe3\x11\xffw\x0b;\xf3,\xf4\x14N\xcf\xbd\xaa|\xcb\xb5ay\x80\x81\xd9\xf8h\xe0\x14\'\xf3\xf1'"
"Embrace.","b""0F\x02!\x00\xde\x15\xfeqD'~\xd3\xe2\xad\x19\x07K\xbd\t\xf9;\xb6\xbax\xc1X\xf7\x04\xac\xad\xfb+~Q\x9a0\x02!\x00\x87W5\xe1(\x88\x13\x82\x02\xd5\xc3\xba\x9dH9\x9c\x1d\x817\xa8b\xfe\xdc\xa7{\x8c8\xf6\xdb\xa3\xb04"""
"Trust","b'0E\x02 i\x98:\xf5\xb6\xe4\xb7!kga=\xc8lP\x9dll\xb0o#\x9an\x19\n\x165R\x87T\xc28\x02!\x00\x9f\xa6\xcf\x1e\x9c%e\xad\x8e\xd2J;\x83\xc8aa\xbb\x16>\x0f`\x11\x8f\x12\xc0\xd4$\xab\x89Eq\r'"
"Persevere","b'0D\x02 y\xe3\x81|\xd1\x0f\x07\x7f \xe4\x0e\x85_9\xf2\xaa\x1b\x9f\x1a\xb4\xa7 \x01\x0b%\x92\xbf\x9b\xbb\x1d\x9a?\x02 \x0c\x8a\xb4\x9eWi\x00\xb5\xcc\tk\xa4r\xeb\xf2\xf6\xfb\xb0\xcc\x9c\x00U\x85\x8e\xbe\xb4Mn\xfc\x84T\x9d'"
"Motivate","b'0F\x02!\x00\xe4Wf\xccQ\xc5!\x9dg\xae\x12\x07\xb4\xeb\xb6\x84U\x8ff\\\x9e\xb1\x0f,\xfb\xa4\xbc\x7f\xfa\xfe\xfc\xcb\x02!\x00\xd8\x0c\xd8\xca\xbb)\xff\xf8AIw\xc2\x00.\xb3\x0co\xbf\x08\x0f\n\xdb0{\xce\xd7\x9e\xea\xdd6\xbd\xc1'"
"Lead","b'0D\x02 W\xccV6x\xe6\x0e\xe35H\x9b\xf8\xe5\x1c\xfc\xe0\x86O^\xd5\xffd\x00Z\xd4\x80\xda]\xd7\x08Q\xea\x02 \x1e,\xa9\xcf\xc8\x93\x0b\x96\xd4g""}\x9aOP&\xd0\x80N\x80n:\xd2\x90\x8c\xf5\xa7+\x7fq\x8e\xba'"
"Adapt","b""0E\x02 \x14\xfb\r\x9c.v?\xfe\xe8=~\x17z\xda\xc2M\xab\x0c\x1a\x0e\xb4xI\xc4\x99\xd0!\xc0\x80M\xae\x81\x02!\x00\xac\xedq\xa6e\x9a\xfd\x97n\x80y\x93!\x1f'\x80\x8f\x10\xa2|n\x05\xcd\xc1\xe6f\xfd\xd4vv\x9f\xa3"""
"Progress","b'0E\x02 \x15\x12\x19\xa4\xe7L~\xe7K7\xc2 ^P\x11\x98(\xcb\xc8\xfbG\x06\\\x13\x8c<\xe5S\xd5\xcdw$\x02!\x00\xccqs=\x84\xd0]\xfc\xb7\xed\x02$c\x12\x04\xd1T\x10\x8b\xb1\x95\xa1\xb9*\x9a5\x07\xd6\x91\xc2\xbb\x81'"
"Courage","b'0D\x02 [\xac\xc0\xd77d\x08\xe4?\x90C\x06.\xca\xdb\x96\x02{\xd6\xa9\xd9\xc9\xae\xa2\x84\xc6\xa6\xfb<\xb18y\x02 K\x13\xbe\xa7\xda\x8fj<&\xd5&\x94L\x15\x15\xa9]H\xfc\x93\x18;\xc9_\xa9\x91\x93\xfe\xbb\x9e\xd58'"
"Strength","b'0E\x02 :{k\x06\xbc\x07\xc8\x9eqH\xcaP,\xe5\x03u\x08\xce\xe3\x86n\xffOXg\xd1Q\x9cn&\x89\x80\x02!\x00\x86\x7f}\xeb\xd9s^\xfca\x15f\x8d34\xcfWM\x87\xe4\x15\xa8\x85\xfbE\x94\x15\xbeU\x8c^\xeb\xfb'"
"Persist","b'0E\x02 x\x1eu\xa8\x7f]\xe8\xadF\x10\xd48\xbcZ\xdaLiG\x9f\x9d\xb0\xaeh\x12\x19\x7f\xc89\x07\xc7<\x94\x02!\x00\xed\x17R\x80r\xcc\xa2\xaf5\r\x8e\xdc\x8f\x152ti\xe3\xbd\xeb.\x02,\xdc\xbc\x1e\xc9\x9c\xde-\xe1!'"
"Win","b'0E\x02!\x00\xde\xe9\xe6\xf3\xaf\xcc\x1a\xa8\xd0u\xdf\x01\xf1\xd2\x7f\x16\x11\xeahPO\x06\x1e}ukY&\x92\xf0\xb6I\x02 .)\x91(g&\xae\x9b\x10\x85JhE\x08\x9c\x06\xa4\r\xb4I\xc2\x1b\x89M\xca\xd0\x04\xedL\xe7\xc0\x0c'"
"Transform","b'0E\x02 G\x91\xc9\x18c\x9e\x08U\x03.\xc5\nRrr\x1e\xc3\xa7\x8c\x02\xa3\xd0qs\x87Nkn\xd9\xa7\xd9@\x02!\x00\x9b7\x00\x92K\x0b\xe1\x9c\xd6\x1d\x0f\xeb]\xd9~\xe9\xfc\xb8O\xec6-0\xf90\xd9{\xd4\x90\xc9c\x95'"
"Inspire","b'0D\x02 [\xa0\x0c\xd6\x13\xa7P""\xc6\xdc\xa7Zi\xa4;D\x81\xbd\x97\x1aH[ U0\x8eO\x02Z\xf9\xa9F\x02 C\xbbknq\xa0fw-\xc7QL\xb4\x19lSx""r\x86yC\xf2\xaf\xc7\xa2S\x19\xe8\x01\xcd\xb0'"
"Empower","b'0F\x02!\x00\xa6r@V\xdc\x94<\xe6\x88\x8c\x86z\xbb\xde\x8d\x88\xb6\xb6oC\xf1\xd8\x81\xae\x0f\xfd\xa7\x8d\x0b\xfbI\xec\x02!\x00\xe4\x86\xa7?\xff\x95\x08o-\xa0\x11=\x88\xa1\x7f\x0f6w\xfe]H\xd2R\xe2\xd0\x0ck\xb0\x93\x18\x8fI'"
"Elevate","b'0E\x02!\x00\xb6=AK\x1f7RT\xfe\xd3\xc2\xbd\xc2a\x17\xe1Q\xa3\xe1>\xa0\x97\x96\xe0\x1fk\xbc4\x98\x08\xf3\xa3\x02 $\x1e\xbe\x9fC\xa304\xbc\x14\x8b\xbf\xde\xdd\x1b5D\xb5\xcaH\xec]\xc3\xfb\x19?LW+\xafz\xa7'"
"Stay strong.","b""0F\x02!\x00\x9f(\xde \xc6\xc3\x97\x82\x99\x99\x10Pk\xe9AK\x0cT\xc5\x8b\x81\x86\xe0}k\x85\xd9sW\xbas\xe2\x02!\x00\xc4\x16\x01'\xc7\xcd\xdb\x0b{t\t\xd0\x98\xf2=n\x1b\x9de\xfc\x13\x8e\x94\x82\x9aJnR\xad\x1eu\x8e"""
"Keep going.","b'0F\x02!\x00\xfb\x96\x86\xb3%\xce\xb37\x1f\x1c\xd4\t.\x8dN\xe8\xae\x871\x86\r\x86\xdbF=\x91\xa4/\xe1\x9d\xd5\xc9\x02!\x00\xb4\x18\x05n_\xe1\xb3Z\x01R\xc9g\xa4x\xb2x\xcf\xf2\xc7\x07\xde\xaej\xd4\xbef:\xa0\xe1Jt\xe4'"
"Never quit.","b'0E\x02!\x00\x8f\xbf\xb9qW\xd9\x93\xf8\xf6\x89\x8fi\x00\xfbXc\x96\x7f\xfe\xa6\xd3\xb4\x87f0U\xfb\xc3\x10`O\xac\x02 s\xcevC)&\x00q\xb8\xbdDN;\xcd*<@\xaf\x8e8\xf29\n\xe4\x9e\xe7\xce\xb3\xaf\x02\xe1\xde'"
"Be kind.","b'0D\x02 [%\x03\xb7\t\x9c7\x9cR\xd2S7\xf8\xd7\xffD\xf3\xefC\x96\xfc\xdd\x11\xf4\x1d$\x18\xc8S\xa3\x8ds\x02 \x0f\x9b\x10\x9a@\xc3\xa6\x82\xf9J\xd4\x9e3\xe9\xb4\xb1\x96\xf0\x7fF\xd4\xe0\xf8\tl\x9cigp\xb5\xde\x10'"
"Dream big.","b'0D\x02 a=\xa8&\xf5\xc5j\xdbD\xc7\xf5B\xf6\xf3~\x12\xf9\x8bjK\x0c\xa0\xaf\x8a\xc5\xba\xf4\xc6\xfbB\xdcJ\x02 TI\xf2\x80\x8f\xd4\n\x10\x97\xc6\x9f\x82\xce\x83[C\xdd\x91\xda\xb6\x94\x13Yp\xd6\x92;\x03\x86\x97g\xcd'"
"Think positive.","b'0E\x02 CaKS3w\x87R\xac\x16\xc5\xd2D\x1c8\xc91\xc3r\xca\x1d\x02z\x04\xf9\xb8d\xf9.2U\x17\x02!\x00\x96U3J)\xa8\xd9\x16\x8f\x87a\xe3;t\xd4w\xcb\x816\xad\xc8Z\x1a\x8d\xbf$\x1a\xb1\xd7\xeb\xca&'"
"Stay focused.","b""0E\x02 [\x93\xd4\x91\xbe\xcbhTJ\xad\xc6\xbaF\xa2\x80\xe9\xf8q\xac\xb0\x9a\xe7@YW\xf3G\xef\xa8\x1a\xad\xb9\x02!\x00\x9f\xc7\xdc\x96)\x83m\xa9\xee\xf7b (\x85\xf3\x9b._\x13\x88\x81\xc1\x90H\xbd:\xea\xa4\xf9\xa1'M"""
"Believe yourself.","b'0E\x02 !\xa3\xaf*\x98-q\xfa\x1b\x98Q\xacuZ\x90F|R(3Z\xff&gGz\xe2\xd3\x8b\xc5l\xd1\x02!\x00\xcc\x18\xd3,I\xcf\xe2\xb0\x8e<^\x813v\x0e\xb0o\x07\x0b\xde`\x1b\xd3\x11\x98R\x90\xb1\xacv\x01&'"
"Work hard.","b""0E\x02!\x00\xeb\xf7\x97\x99\xdc\xca\xa58<\xd6b\x94\xf9G\xe0\x10+\x17\x99>\xbc2N\xcd\x0b\x14\xdea\xec\xe1\x96'\x02 /\xc4\xabt_\xdb\xf6\xc0\xbc4u\x0e\x91\xbc@\x10]\xc1\x00\xe8\x9b\x1aV\x80\xd7nu\x96S\n\x08i"""
"Love more.","b""0D\x02 \x0c\xc1\xfa\xdc\xdf\xffY\tm\xd8\x9e\xd1y9\x14\xf8\xa6\xba\xc8\xed\xc2\xf89\xf6c\x15'\x85\xf29\x1e\xf8\x02 \x0b\xde\xef\xfa}\x0b\xdb\xd2l\xc5$\xb9Y\xb7\xb5\xc4g\x94\xae5cx\xc1Y\xa3\xfe_g\xb4\x13\xb7\xea"""
"Stay humble.","b'0E\x02!\x00\xaal\xdfR\x83HV\x8f\x19\x04\xd1\xa4~\xe1\xa6\xd4.\xaaR\x9d\xcd\xd8WSz\x10\x83\x92z\xd0\x11\x07\x02 \x17\xc3\x0c\xdd$$[H\xff&\xef.\xa8\xb4\x8a\x0e\xd8\xc2\x9a\xe0\xb0P+\xea\x9c\xb2r\xf8\xa5L\x85\xb6'"
"Keep learning.","b'0E\x02 \x19Y\xe2v\x05r\xd0\x0f\xd3VW\x063\xf4\xe8\x8a\xf9\x1a\x0ek\xa2=\xc5xN\xb8}n\x01\xac\xf0\xd4\x02!\x00\x8d\xdea\x12aw\x19\xf4F\xcf\xe3\xa3[|Z>\x8d\xa3\xd6<\xd5*\xe4[\xe2\xac\xbfv|F\xa8\xc4'"
"Trust yourself.","b'0E\x02!\x00\x86""\x92\x9f\xaf\xe9\xddpKqD\xfe&\xe9\xdf\xf57\x90\x8f\xf3\x18\x8aR\xf8p \xee^JQ\xdb\xca\x02 4N\x95\xd6\xc8]\x7f\x17\xe2{\'L\xd2\x95R}\xf418z\xa5\xe8g\x89\x16@\x99\xc5\xff\x1b\xb3\x8d'"
"Stay patient.","b'0E\x02!\x00\x94y\xe2/\xf6.\xc8\x90\xe5\x94\xdb5\xac\x0c:\xe0\xa56D\x83>\xfc\xccy_\xd3\xba`\xe5s$\xe4\x02 u%\x0f\x86\x97j\xb9\x19W\xa8\x19\xc7pS(\\\\\xcf\xe5X\x7f\x0c\xdb\xed\xea*\xd5Q\x9eG\xa9\x81'"
"Be fearless","b'0E\x02!\x00\xac\xc48\xdc\x9cpzXp\x00\xa5u3\x0bn\xab\xb9)\n\x97Gm\xe8\xbdp^\x04\t\x80Q}\xa8\x02 D\xc4^\xdcp\xdb\x85\xcfK\x83\xe5_\xb9g\xba\x03Q%\x0b\xad!\xb7:\x10]nS\x95\x9b\x1c\xa2\xec'"
"Enjoy life","b'0E\x02!\x00\xb0+\x8c:N^\xd7\x0e\x01\x06\x17\xed\x82\xdd\xe7+\xc0E\xa66\x83\xe1L\x82\\\xd2}\xc5\xaf\xd3\xa5\x1d\x02 $\xe4\x13\xcf\xb1,<\xe6""\xbc8\x06\x98hB\x04\x83\x8e\xef5\x87\x169X\x14\xedt;\xed\xed\xb8\xac'"
"Take risks","b'0D\x02 5\x8c`\x89H\x85ad\xbf\x16\xd6\x0ci\xbc\xab|\x8a\x99/\xdd5\x0f\xb3\x1d\x8d\xfe\x86OT$Z\xbf\x02 `6P\xda\xa8\xc4v99p\x9e9E\x12b\xe6\x1b[\x8b{\x0f\x88k\x18\x03\x88DE\xd2\x95\x06\xb4'"
"Keep growing","b'0D\x02 k\xbf\r,/\x9d\xear\x9c\xb7x\x05$\x92%>\x1b!\xea{\x9c\x12ZA\x9ba\xe8Z\xad0\xca`\x02 \x0erbnC\x08^\xa6(\xb0\xa8\x8c\xce\xd8\xc2Z\\wc<k-\x80\x9f\xcc\x86\xce\x0c\xa3\x8e\n\xbb'"
"Stay curious","b'0E\x02 y\xd0\xd8C\x93\xd7_\x7f\x06\xa6?\x0f\xfc\xcb\x13\xe0\xe7\x00\x12\xe4U:B\xec*q\xb2\xfd\xad\xe3oo\x02!\x00\xdc/\xa8\xd6\x94ZZJ\xa8\xf1\xf1(\x1b\xb4\x05\xd9Yq\xd3\xc1\xb4\xd38\x02\xa0\x979%\xc4#\x08\x1d'"
"Stay determined.","b""0E\x02 g\x00\xbbu\x92:\xed<\x8d\x02\x9f\xcd\x82,\xdfc\x81\xb7\x9c\xfe\x8e':\xf8gis\xdd\x7fH\xd7L\x02!\x00\xf7\xb3\x1fp\xceY2\xbfi\xc6Y\x14`\x99\\\x8c\x01,\xa9\x04\x81\xd2\xec\xea\xcfZM\xee\x15\x92V0"""
"Keep smiling.","b""0D\x02 _:\x0c\x060\xa9J\xe7\x16\xb0\xed\xab\xdd\xd1L\xa2\xd7\x84\x91n\xafK\xa8\xab\x06\x16\x87F\x01\xf2q;\x02 \x16\xd3\xe3\x8c\xfb\x9cb\xf4\xdc\x9c\xcfMf\x01\x04=\x13\xf0A\xc6y\x12\xfb'\x82_l\xb0%\xdb\xcb\x02"""
"Stay motivated","b'0E\x02!\x00\xa1\x9c\x17\x7f\xd2\xf8#\x8ds\xf4\x9c\xed\xde\x81\x1d/W\xefA(\x17\xb9\xd5\x89\x03\xb9\x979\x03\xb3\x7f\x00\x02 \x1e\xa2\xa3\xa6\xef,\xe2m\xdb\xaarg\x1d\\\xdd5\xcb\xb8t\xd2\xda\xc4j\\\xae\xe7\x14\xa8?\x99\xdf\xf4'"
"Be different","b'0E\x02 \t-\xb3\x9a;\xf5\xbb\x0b\x80\\\n\xe6x\xab^X\xc4\x11V\xd8)\xddhd\t\x9a\xab\x0e\x9f\xdc\xd3\x11\x02!\x00\x8dk\x12{\xca1\xbd\t\x1aex\xb3A!\x13\xce\x94\xd0\x7f\x983pVQ(\xcc9X\xa1W\xbbJ'"
"Stay grateful","b'0D\x02 K}\xed\x0fb\xac\xab\xd7\x13::\xad\xdc\xca\x91^\x8d\\?\xc2\xadUe\x84s\xcbw\xc7A\xd9\xe8\x11\x02 D\x0cn_\xf8\t\xe2\xfc\xf4gzZ\xc01_\x99\x81\xfc\x9bx\xf7\xbec\x8e\xd7\x806|\x05\x150\x08'"
